TITLE	n-GaN
DATA TYPE	ULTRAVIOLET SPECTRUM
ORIGIN	JASCO
OWNER	
DATE	19/11/21
TIME	17:01:56
SPECTROMETER/DATA SYSTEM	
RESOLUTION	
DELTAX	-1
XUNITS	NANOMETERS
YUNITS	TRANSMITTANCE
FIRSTX	 2500.0000
LASTX	  300.0000
NPOINTS	    2201
FIRSTY	    83.45750
MAXY	    86.04787
MINY	     0.00617
XYDATA
1866.0000	73.0413
1865.0000	73.136
1864.0000	73.2334
1863.0000	73.1841
1862.0000	73.1983
1861.0000	72.9342
1860.0000	72.7255
1859.0000	72.4082
1858.0000	72.1864
1857.0000	72.0538
1856.0000	71.9678
1855.0000	72.1023
1854.0000	72.2397
1853.0000	72.5614
1852.0000	72.6595
1851.0000	72.8151
1850.0000	72.8904
1849.0000	72.9086
1848.0000	73.0713
1847.0000	73.1517
1846.0000	73.4028
1845.0000	73.59
1844.0000	73.9549
1843.0000	74.2845
1842.0000	74.5782
1841.0000	74.7776
1840.0000	74.864
1839.0000	74.9719
1838.0000	74.9147
1837.0000	74.8813
1836.0000	74.9503
1835.0000	75.1268
1834.0000	75.4055
1833.0000	75.7718
1832.0000	76.0473
1831.0000	76.3702
1830.0000	76.7162
1829.0000	77.0753
1828.0000	77.3555
1827.0000	77.5908
1826.0000	77.8536
1825.0000	78.1366
1824.0000	78.4743
1823.0000	78.6958
1822.0000	78.9948
1821.0000	79.3114
1820.0000	79.6414
1819.0000	79.971
1818.0000	80.2363
1817.0000	80.5159
1816.0000	80.7681
1815.0000	81.0404
1814.0000	81.3306
1813.0000	81.6385
1812.0000	81.9723
1811.0000	82.279
1810.0000	82.54
1809.0000	82.8657
1808.0000	83.1645
1807.0000	83.4407
1806.0000	83.6819
1805.0000	83.9405
1804.0000	84.2011
1803.0000	84.468
1802.0000	84.6593
1801.0000	84.897
1800.0000	85.0941
1799.0000	85.2446
1798.0000	85.4144
1797.0000	85.5329
1796.0000	85.6263
1795.0000	85.6912
1794.0000	85.7636
1793.0000	85.8361
1792.0000	85.8504
1791.0000	85.8719
1790.0000	85.8476
1789.0000	85.8363
1788.0000	85.753
1787.0000	85.6875
1786.0000	85.6048
1785.0000	85.5312
1784.0000	85.391
1783.0000	85.2365
1782.0000	85.051
1781.0000	84.8945
1780.0000	84.6525
1779.0000	84.4111
1778.0000	84.172
1777.0000	83.965
1776.0000	83.7161
1775.0000	83.4273
1774.0000	83.1392
1773.0000	82.8401
1772.0000	82.5111
1771.0000	82.165
1770.0000	81.802
1769.0000	81.4848
1768.0000	81.1181
1767.0000	80.7474
1766.0000	80.3766
1765.0000	79.9952
1764.0000	79.6103
1763.0000	79.2633
1762.0000	78.8886
1761.0000	78.6024
1760.0000	78.2113
1759.0000	77.885
