TITLE	n-GaN
DATA TYPE	ULTRAVIOLET SPECTRUM
ORIGIN	JASCO
OWNER	
DATE	19/11/20
TIME	15:21:01
SPECTROMETER/DATA SYSTEM	
RESOLUTION	
DELTAX	-1
XUNITS	NANOMETERS
YUNITS	TRANSMITTANCE
FIRSTX	 2500.0000
LASTX	  300.0000
NPOINTS	    2201
FIRSTY	   100.74783
MAXY	   101.09960
MINY	    99.97169
XYDATA
1364.0000	100.386
1363.0000	100.397
1362.0000	100.375
1361.0000	100.387
1360.0000	100.384
1359.0000	100.397
1358.0000	100.379
1357.0000	100.376
1356.0000	100.366
1355.0000	100.38
1354.0000	100.393
1353.0000	100.381
1352.0000	100.396
1351.0000	100.401
1350.0000	100.421
1349.0000	100.437
1348.0000	100.456
1347.0000	100.453
1346.0000	100.443
1345.0000	100.437
1344.0000	100.416
1343.0000	100.409
1342.0000	100.376
1341.0000	100.365
1340.0000	100.36
1339.0000	100.347
1338.0000	100.366
1337.0000	100.371
1336.0000	100.403
1335.0000	100.418
1334.0000	100.414
1333.0000	100.434
1332.0000	100.4
1331.0000	100.386
1330.0000	100.378
1329.0000	100.384
1328.0000	100.382
1327.0000	100.392
1326.0000	100.393
1325.0000	100.37
1324.0000	100.395
1323.0000	100.406
1322.0000	100.395
1321.0000	100.401
1320.0000	100.383
1319.0000	100.431
1318.0000	100.425
1317.0000	100.406
1316.0000	100.401
1315.0000	100.378
1314.0000	100.401
1313.0000	100.384
1312.0000	100.397
1311.0000	100.396
1310.0000	100.405
1309.0000	100.393
1308.0000	100.387
1307.0000	100.404
1306.0000	100.399
1305.0000	100.391
1304.0000	100.379
1303.0000	100.37
1302.0000	100.377
1301.0000	100.375
1300.0000	100.365
1299.0000	100.38
1298.0000	100.398
1297.0000	100.406
1296.0000	100.433
1295.0000	100.428
1294.0000	100.428
1293.0000	100.42
1292.0000	100.399
1291.0000	100.398
1290.0000	100.363
1289.0000	100.366
1288.0000	100.362
1287.0000	100.364
1286.0000	100.385
